"","name","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1","Barry",6,1,12,22.3,-85.8,"tropical depression","-1",30,1004,0,0
"2","Barry",6,1,18,23.6,-85.7,"tropical storm","0",40,1000,126.5858,0
"3","Barry",6,2,0,24.3,-85.2,"tropical storm","0",50,997,126.5858,0
"4","Barry",6,2,6,25.1,-84.6,"tropical storm","0",45,998,138.0936,0
"5","Barry",6,2,12,27,-83.2,"tropical storm","0",40,1000,138.0936,0
"6","Barry",6,2,14,27.5,-82.7,"tropical depression","-1",30,1000,0,0
"7","Barry",6,2,18,29.7,-82.1,"tropical depression","-1",30,1001,0,0
"8","Chantal",7,31,0,35.5,-66.5,"tropical depression","-1",30,1007,0,0
"9","Chantal",7,31,6,37.1,-65.5,"tropical storm","0",35,1004,69.0468,0
"10","Chantal",7,31,12,39.1,-64.2,"tropical storm","0",45,999,276.1872,0
"11","Chantal",7,31,18,40.7,-62.3,"tropical storm","0",45,999,304.9567,0
"12","Chantal",8,1,0,42.5,-60,"tropical storm","0",45,994,270.4333,0
"13","Dean",8,13,6,12.2,-28.9,"tropical depression","-1",30,1006,0,0
"14","Dean",8,13,12,12.1,-30.7,"tropical depression","-1",30,1005,0,0
"15","Dean",8,13,18,12,-32.4,"tropical depression","-1",30,1005,0,0
"16","Dean",8,14,0,11.9,-34.5,"tropical depression","-1",30,1005,0,0
"17","Dean",8,14,6,11.8,-36.5,"tropical depression","-1",30,1005,0,0
"18","Dean",8,14,12,11.8,-38.3,"tropical storm","0",35,1004,34.5234,0
"19","Dean",8,14,18,11.8,-40.1,"tropical storm","0",40,1002,86.3085,0
"20","Dean",8,15,0,11.9,-41.7,"tropical storm","0",50,997,103.5702,0
"21","Dean",8,15,6,12,-43.4,"tropical storm","0",50,997,103.5702,0
"22","Dean",8,15,12,12.3,-45.1,"tropical storm","0",50,997,103.5702,0
"23","Dean",8,15,18,12.8,-47,"tropical storm","0",55,994,103.5702,0
"24","Dean",8,16,0,13,-49.2,"tropical storm","0",60,991,103.5702,0
"25","Dean",8,16,6,13.2,-51.3,"hurricane","1",70,984,120.8319,23.0156
"26","Dean",8,16,12,13.5,-53.3,"hurricane","1",80,972,172.617,34.5234
"27","Dean",8,16,18,13.8,-55.5,"hurricane","1",80,972,224.4021,46.0312
"28","Dean",8,17,0,14,-57.7,"hurricane","1",80,976,224.4021,46.0312
"29","Dean",8,17,6,14.2,-59.8,"hurricane","1",80,975,241.6638,46.0312
"30","Dean",8,17,12,14.4,-61.7,"hurricane","2",90,967,299.2028,46.0312
"31","Dean",8,17,18,14.8,-63.5,"hurricane","3",110,961,322.2184,51.7851
"32","Dean",8,18,0,14.9,-65.1,"hurricane","4",125,944,345.234,92.0624
"33","Dean",8,18,6,15,-66.6,"hurricane","5",145,929,345.234,92.0624
"34","Dean",8,18,12,15.4,-68,"hurricane","5",145,923,345.234,97.8163
"35","Dean",8,18,18,15.9,-69.5,"hurricane","4",130,930,345.234,103.5702
"36","Dean",8,19,0,16.1,-71,"hurricane","4",120,920,322.2184,103.5702
"37","Dean",8,19,6,16.4,-72.6,"hurricane","4",120,921,322.2184,103.5702
"38","Dean",8,19,12,16.8,-74.3,"hurricane","4",125,923,345.234,103.5702
"39","Dean",8,19,18,17.1,-76,"hurricane","4",125,930,310.7106,115.078
"40","Dean",8,20,0,17.5,-77.8,"hurricane","4",125,926,310.7106,115.078
"41","Dean",8,20,6,17.6,-79.8,"hurricane","4",130,926,310.7106,103.5702
"42","Dean",8,20,12,17.8,-81.5,"hurricane","4",130,926,310.7106,103.5702
"43","Dean",8,20,18,18,-83.3,"hurricane","4",135,924,310.7106,103.5702
"44","Dean",8,21,0,18.2,-85.1,"hurricane","5",145,914,316.4645,103.5702
"45","Dean",8,21,6,18.6,-86.9,"hurricane","5",150,907,350.9879,103.5702
"46","Dean",8,21,8,18.7,-87.7,"hurricane","5",150,905,NA,NA
"47","Dean",8,21,12,18.9,-88.7,"hurricane","3",110,935,345.234,80.5546
"48","Dean",8,21,18,19.2,-90.5,"hurricane","1",75,960,276.1872,69.0468
"49","Dean",8,22,0,19.7,-92.2,"hurricane","1",65,979,287.695,69.0468
"50","Dean",8,22,6,20.1,-94,"hurricane","1",70,979,316.4645,69.0468
"51","Dean",8,22,12,20.5,-95.5,"hurricane","1",80,976,333.7262,69.0468
"52","Dean",8,22,16,20.5,-97,"hurricane","2",85,974,NA,NA
"53","Dean",8,22,18,20.5,-97.3,"hurricane","1",75,974,333.7262,34.5234
"54","Dean",8,23,0,20.5,-99,"tropical depression","-1",30,998,0,0
"55","Erin",8,15,0,23.7,-90.7,"tropical depression","-1",25,1006,0,0
"56","Erin",8,15,6,24.5,-91.8,"tropical depression","-1",25,1006,0,0
"57","Erin",8,15,12,25.2,-92.9,"tropical depression","-1",30,1005,0,0
