"","name","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1","Ana",6,19,12,10,-45,"tropical depression","-1",25,1011,NA,NA
"2","Ana",6,19,18,10.2,-46,"tropical depression","-1",25,1011,NA,NA
"3","Ana",6,20,0,10.5,-47,"tropical depression","-1",25,1010,NA,NA
"4","Ana",6,20,6,10.9,-48.1,"tropical depression","-1",25,1010,NA,NA
"5","Ana",6,20,12,11.3,-49.2,"tropical depression","-1",25,1010,NA,NA
"6","Ana",6,20,18,11.8,-50.2,"tropical depression","-1",25,1009,NA,NA
"7","Ana",6,21,0,12.3,-51.1,"tropical depression","-1",30,1009,NA,NA
"8","Ana",6,21,6,12.9,-51.9,"tropical depression","-1",30,1008,NA,NA
"9","Ana",6,21,12,13.5,-52.7,"tropical depression","-1",30,1008,NA,NA
"10","Ana",6,21,18,13.9,-53.5,"tropical depression","-1",30,1007,NA,NA
"11","Ana",6,22,0,14.2,-54.7,"tropical storm","0",35,1007,NA,NA
"12","Ana",6,22,6,14.2,-55.8,"tropical storm","0",40,1005,NA,NA
"13","Ana",6,22,12,14.2,-56.9,"tropical storm","0",50,1006,NA,NA
"14","Ana",6,22,18,14.1,-58.3,"tropical storm","0",40,1008,NA,NA
"15","Ana",6,23,0,14.1,-59.8,"tropical storm","0",35,1010,NA,NA
"16","Ana",6,23,6,14,-61.3,"tropical depression","-1",30,1012,NA,NA
"17","Ana",6,23,12,14,-62.8,"tropical depression","-1",25,1012,NA,NA
"18","Ana",6,23,18,14,-64.5,"tropical depression","-1",25,1012,NA,NA
"19","Ana",6,24,0,14,-66.2,"tropical depression","-1",25,1012,NA,NA
"20","Bob",7,9,12,22,-96,"tropical depression","-1",20,1012,NA,NA
"21","Bob",7,9,18,22.5,-95.3,"tropical depression","-1",25,1010,NA,NA
"22","Bob",7,10,0,23,-94.6,"tropical depression","-1",30,1007,NA,NA
"23","Bob",7,10,6,23.5,-93.8,"tropical storm","0",35,1004,NA,NA
"24","Bob",7,10,12,24,-93,"tropical storm","0",50,998,NA,NA
