"","name","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1","Alex",6,25,18,16.4,-83.1,"tropical depression","-1",30,1005,0,0
"2","Alex",6,26,0,16.6,-83.9,"tropical depression","-1",30,1004,0,0
"3","Alex",6,26,6,16.7,-84.9,"tropical storm","0",40,1004,103.5702,0
"4","Alex",6,26,12,16.9,-86.1,"tropical storm","0",40,1004,103.5702,0
"5","Alex",6,26,18,17.2,-87.2,"tropical storm","0",55,996,149.6014,0
"6","Alex",6,27,0,17.5,-88.2,"tropical storm","0",55,995,138.0936,0
"7","Alex",6,27,6,18,-89.1,"tropical storm","0",55,991,138.0936,0
"8","Alex",6,27,12,18.5,-90,"tropical storm","0",45,992,103.5702,0
"9","Alex",6,27,18,18.9,-90.7,"tropical storm","0",35,993,69.0468,0
"10","Alex",6,28,0,19.2,-91.1,"tropical storm","0",40,991,103.5702,0
"11","Alex",6,28,6,19.5,-91.4,"tropical storm","0",40,991,103.5702,0
"12","Alex",6,28,12,20,-91.6,"tropical storm","0",50,989,103.5702,0
"13","Alex",6,28,18,20.3,-91.7,"tropical storm","0",50,990,103.5702,0
"14","Alex",6,29,0,20.7,-91.7,"tropical storm","0",55,987,138.0936,0
"15","Alex",6,29,6,21.5,-91.9,"tropical storm","0",55,985,172.617,0
"16","Alex",6,29,12,22.4,-92.7,"tropical storm","0",60,983,230.156,0
"17","Alex",6,29,18,22.9,-93.6,"tropical storm","0",60,981,230.156,0
"18","Alex",6,30,0,23,-94.4,"hurricane","1",65,973,322.2184,34.5234
"19","Alex",6,30,6,23.1,-94.8,"hurricane","1",70,966,322.2184,40.2773
"20","Alex",6,30,12,23.5,-95.2,"hurricane","1",75,958,322.2184,74.8007
"21","Alex",6,30,15,24,-95.5,"hurricane","1",75,958,322.2184,74.8007
"22","Alex",6,30,18,24.3,-96.2,"hurricane","1",80,962,356.7418,74.8007
"23","Alex",7,1,0,24.3,-97.3,"hurricane","2",90,948,345.234,74.8007
"24","Alex",7,1,2,24.2,-97.7,"hurricane","2",95,946,345.234,74.8007
"25","Alex",7,1,6,24.1,-98.4,"hurricane","1",75,963,345.234,34.5234
"26","Alex",7,1,12,23.5,-99.5,"tropical storm","0",60,977,276.1872,0
"27","Alex",7,1,18,23.1,-100.7,"tropical storm","0",40,987,189.8787,0
"28","Alex",7,2,0,23.2,-101.9,"tropical depression","-1",30,997,0,0
"29","Two",7,8,0,23.7,-93.7,"tropical depression","-1",30,1005,0,0
"30","Two",7,8,6,24.7,-95,"tropical depression","-1",30,1006,0,0
"31","Two",7,8,12,26.1,-96.6,"tropical depression","-1",30,1006,0,0
"32","Two",7,8,14,26.1,-97.1,"tropical depression","-1",30,1006,0,0
"33","Two",7,8,18,26.1,-97.8,"tropical depression","-1",25,1007,0,0
"34","Two",7,9,0,25.9,-98.8,"tropical depression","-1",25,1007,0,0
"35","Bonnie",7,22,6,21.5,-73.8,"tropical depression","-1",30,1009,0,0
"36","Bonnie",7,22,12,21.7,-74.4,"tropical depression","-1",30,1008,0,0
"37","Bonnie",7,22,18,22.2,-74.9,"tropical depression","-1",30,1007,0,0
"38","Bonnie",7,22,23,23,-75.7,"tropical storm","0",35,1006,34.5234,0
"39","Bonnie",7,23,0,23.1,-75.9,"tropical storm","0",35,1006,46.0312,0
"40","Bonnie",7,23,5,23.7,-77.5,"tropical storm","0",40,1005,80.5546,0
"41","Bonnie",7,23,6,23.8,-77.8,"tropical storm","0",40,1005,86.3085,0
"42","Bonnie",7,23,12,24.8,-79.7,"tropical storm","0",35,1006,103.5702,0
"43","Bonnie",7,23,14,25.4,-80.2,"tropical storm","0",35,1007,92.0624,0
"44","Bonnie",7,23,18,25.8,-81.1,"tropical depression","-1",30,1008,0,0
"45","Bonnie",7,24,0,26.3,-82.6,"tropical depression","-1",30,1010,0,0
"46","Bonnie",7,24,6,26.7,-84.4,"tropical depression","-1",30,1013,0,0
"47","Bonnie",7,24,12,27.5,-85.9,"tropical depression","-1",25,1013,0,0
"48","Bonnie",7,24,18,28.1,-87.1,"tropical depression","-1",25,1013,0,0
"49","Colin",8,2,12,12.5,-40.7,"tropical depression","-1",30,1007,0,0
"50","Colin",8,2,18,12.9,-42.4,"tropical depression","-1",30,1007,0,0
"51","Colin",8,3,0,13.3,-44.4,"tropical depression","-1",30,1007,0,0
"52","Colin",8,3,6,13.7,-46.6,"tropical storm","0",35,1006,34.5234,0
"53","Colin",8,3,12,14.3,-49.3,"tropical storm","0",35,1007,34.5234,0
"54","Colin",8,5,12,23,-64.9,"tropical storm","0",40,1008,103.5702,0
"55","Colin",8,5,18,24.4,-65.8,"tropical storm","0",45,1007,103.5702,0
"56","Colin",8,5,21,25,-66.1,"tropical storm","0",50,1005,103.5702,0
"57","Colin",8,6,0,25.6,-66.6,"tropical storm","0",50,1006,103.5702,0
"58","Colin",8,6,6,26.4,-67.2,"tropical storm","0",40,1007,103.5702,0
"59","Colin",8,6,12,27,-67.1,"tropical storm","0",40,1007,103.5702,0
"60","Colin",8,6,18,27.7,-66.9,"tropical storm","0",40,1008,103.5702,0
"61","Colin",8,7,0,28.5,-66.6,"tropical storm","0",40,1008,103.5702,0
"62","Colin",8,7,6,28.9,-66.4,"tropical storm","0",35,1009,103.5702,0
"63","Colin",8,7,12,29.1,-66.2,"tropical storm","0",35,1010,103.5702,0
"64","Colin",8,7,18,29.3,-65.9,"tropical storm","0",35,1012,103.5702,0
"65","Colin",8,8,0,29.7,-65.7,"tropical depression","-1",30,1012,0,0
"66","Colin",8,8,6,30.3,-65.7,"tropical depression","-1",30,1013,0,0
"67","Five",8,10,18,25.9,-83.7,"tropical depression","-1",30,1008,0,0
"68","Five",8,11,0,26.1,-84.1,"tropical depression","-1",30,1008,0,0
"69","Danielle",8,21,18,11,-31.7,"tropical depression","-1",25,1008,0,0
"70","Danielle",8,22,0,11.4,-32.4,"tropical depression","-1",30,1007,0,0
"71","Danielle",8,22,6,11.8,-33.1,"tropical storm","0",35,1005,34.5234,0
"72","Danielle",8,22,12,12.4,-33.9,"tropical storm","0",35,1005,34.5234,0
"73","Danielle",8,22,18,13.2,-34.8,"tropical storm","0",35,1004,34.5234,0
"74","Danielle",8,23,0,13.8,-35.9,"tropical storm","0",45,1000,86.3085,0
"75","Danielle",8,23,6,14.2,-37.4,"tropical storm","0",50,997,120.8319,0
"76","Danielle",8,23,12,14.7,-39.1,"tropical storm","0",55,994,120.8319,0
"77","Danielle",8,23,18,15.2,-40.9,"hurricane","1",65,987,120.8319,28.7695
"78","Danielle",8,24,0,15.4,-42.6,"hurricane","1",75,982,155.3553,40.2773
"79","Danielle",8,24,6,15.6,-44.2,"hurricane","1",80,977,172.617,46.0312
"80","Danielle",8,24,12,16.2,-45.8,"hurricane","1",70,984,207.1404,46.0312
"81","Danielle",8,24,18,17,-47.5,"hurricane","1",65,987,207.1404,46.0312
"82","Danielle",8,25,0,17.7,-49,"hurricane","1",70,984,207.1404,46.0312
"83","Danielle",8,25,6,18.4,-50.4,"hurricane","1",70,984,207.1404,46.0312
"84","Danielle",8,25,12,19.4,-51.6,"hurricane","1",70,984,207.1404,46.0312
"85","Danielle",8,25,18,20.7,-52.6,"hurricane","1",75,980,207.1404,46.0312
"86","Danielle",8,26,0,22,-53.6,"hurricane","1",80,977,276.1872,63.2929
"87","Danielle",8,26,6,23.1,-54.6,"hurricane","2",85,973,276.1872,63.2929
"88","Danielle",8,26,12,24,-55.4,"hurricane","2",85,973,276.1872,63.2929
"89","Danielle",8,26,18,24.8,-56.4,"hurricane","2",90,970,276.1872,74.8007
"90","Danielle",8,27,0,25.6,-57.3,"hurricane","2",95,966,327.9723,86.3085
"91","Danielle",8,27,6,26.2,-58.3,"hurricane","3",110,953,327.9723,97.8163
"92","Danielle",8,27,12,26.5,-59.3,"hurricane","3",110,948,327.9723,97.8163
"93","Danielle",8,27,18,27.1,-60.1,"hurricane","4",115,942,356.7418,115.078
