"","name","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1","One",5,28,6,36.1,-72.9,"tropical depression","-1",25,1007,0,0
"2","One",5,28,12,36.9,-71.8,"tropical depression","-1",25,1007,0,0
"3","One",5,28,18,37.5,-70.3,"tropical depression","-1",30,1006,0,0
"4","One",5,29,0,38,-68.6,"tropical depression","-1",30,1006,0,0
"5","One",5,29,6,38.6,-66.8,"tropical depression","-1",30,1006,0,0
"6","One",5,29,12,39.3,-65,"tropical depression","-1",30,1006,0,0
"7","One",5,29,18,40,-63.1,"tropical depression","-1",25,1007,0,0
"8","Ana",8,11,6,14.4,-27.9,"tropical depression","-1",25,1007,0,0
"9","Ana",8,11,12,14.5,-29,"tropical depression","-1",25,1006,0,0
"10","Ana",8,11,18,14.6,-30,"tropical depression","-1",25,1006,0,0
"11","Ana",8,12,0,14.6,-31,"tropical depression","-1",30,1006,0,0
"12","Ana",8,12,6,14.5,-32.1,"tropical depression","-1",30,1006,0,0
"13","Ana",8,12,12,14.4,-33.3,"tropical storm","0",35,1005,51.7851,0
"14","Ana",8,12,18,14.3,-34.4,"tropical storm","0",35,1005,51.7851,0
"15","Ana",8,13,0,14.1,-35.3,"tropical depression","-1",30,1006,0,0
"16","Ana",8,15,0,14.5,-44.7,"tropical depression","-1",30,1005,0,0
"17","Ana",8,15,6,14.4,-46.1,"tropical storm","0",35,1003,69.0468,0
"18","Ana",8,15,12,14.4,-47.6,"tropical storm","0",35,1003,69.0468,0
"19","Ana",8,15,18,14.4,-49.2,"tropical storm","0",35,1003,69.0468,0
"20","Ana",8,16,0,14.4,-50.7,"tropical storm","0",35,1003,69.0468,0
"21","Ana",8,16,6,14.5,-52.6,"tropical storm","0",35,1004,69.0468,0
"22","Ana",8,16,12,14.6,-54.8,"tropical depression","-1",30,1006,0,0
"23","Bill",8,15,6,11.8,-32,"tropical depression","-1",30,1007,0,0
"24","Bill",8,15,12,11.5,-33.3,"tropical depression","-1",30,1006,0,0
"25","Bill",8,15,18,11.2,-34.5,"tropical storm","0",35,1004,57.539,0
"26","Bill",8,16,0,11.2,-35.5,"tropical storm","0",35,1004,69.0468,0
"27","Bill",8,16,6,11.5,-36.5,"tropical storm","0",40,1002,172.617,0
"28","Bill",8,16,12,12,-37.8,"tropical storm","0",50,997,241.6638,0
"29","Bill",8,16,18,12.6,-39.4,"tropical storm","0",55,994,241.6638,0
"30","Bill",8,17,0,13.1,-41.3,"tropical storm","0",60,990,241.6638,0
"31","Bill",8,17,6,13.5,-43.2,"hurricane","1",65,987,281.9411,51.7851
"32","Bill",8,17,12,13.9,-44.6,"hurricane","1",75,977,264.6794,57.539
"33","Bill",8,17,18,14.4,-46,"hurricane","1",80,970,264.6794,57.539
"34","Bill",8,18,0,14.8,-47.5,"hurricane","2",85,967,293.4489,57.539
"35","Bill",8,18,6,15.3,-49,"hurricane","2",90,965,293.4489,57.539
"36","Bill",8,18,12,15.7,-50.3,"hurricane","2",95,963,345.234,80.5546
"37","Bill",8,18,18,16.2,-51.7,"hurricane","3",100,962,345.234,80.5546
"38","Bill",8,19,0,16.9,-52.9,"hurricane","3",105,955,345.234,80.5546
"39","Bill",8,19,6,17.6,-54.2,"hurricane","4",115,954,345.234,80.5546
"40","Bill",8,19,12,18.3,-55.6,"hurricane","4",115,949,345.234,115.078
"41","Bill",8,19,18,19.3,-56.9,"hurricane","4",115,947,402.773,120.8319
"42","Bill",8,20,0,20.2,-58.2,"hurricane","4",115,945,402.773,120.8319
"43","Bill",8,20,6,21.1,-59.6,"hurricane","4",115,949,402.773,120.8319
"44","Bill",8,20,12,22.1,-61,"hurricane","3",105,952,460.312,138.0936
"45","Bill",8,20,18,23.1,-62.4,"hurricane","3",110,948,460.312,155.3553
"46","Bill",8,21,0,24.1,-63.7,"hurricane","3",110,943,460.312,155.3553
"47","Bill",8,21,6,25.5,-64.9,"hurricane","3",105,951,460.312,155.3553
"48","Bill",8,21,12,27.1,-66,"hurricane","3",100,954,460.312,155.3553
"49","Bill",8,21,18,28.6,-66.9,"hurricane","2",95,956,431.5425,120.8319
"50","Bill",8,22,0,30.4,-67.6,"hurricane","2",90,957,431.5425,120.8319
"51","Bill",8,22,6,32.3,-68.4,"hurricane","2",90,960,431.5425,120.8319
"52","Bill",8,22,12,34.1,-68.8,"hurricane","2",85,961,431.5425,120.8319
"53","Bill",8,22,18,36,-68.9,"hurricane","1",80,961,431.5425,120.8319
"54","Bill",8,23,0,38.1,-68.4,"hurricane","1",80,961,425.7886,120.8319
"55","Bill",8,23,6,40.1,-67.3,"hurricane","1",75,962,489.0815,120.8319
"56","Bill",8,23,12,42.4,-65.4,"hurricane","1",70,965,489.0815,120.8319
"57","Bill",8,23,18,44.4,-62.5,"hurricane","1",65,970,489.0815,92.0624
"58","Bill",8,24,0,46.3,-57.9,"hurricane","1",65,973,535.1127,92.0624
"59","Bill",8,24,2,46.8,-56.4,"tropical storm","0",60,974,535.1127,0
"60","Bill",8,24,3,46.9,-56,"tropical storm","0",60,976,535.1127,0
"61","Bill",8,24,6,48,-53,"tropical storm","0",60,980,535.1127,0
"62","Claudette",8,16,6,27,-83.4,"tropical depression","-1",30,1011,0,0
"63","Claudette",8,16,12,28.2,-84.2,"tropical storm","0",35,1010,46.0312,0
"64","Claudette",8,16,18,29.1,-85.1,"tropical storm","0",50,1008,103.5702,0
"65","Claudette",8,17,0,29.8,-85.8,"tropical storm","0",45,1005,103.5702,0
"66","Claudette",8,17,5,30.4,-86.5,"tropical storm","0",40,1005,NA,NA
"67","Claudette",8,17,6,30.5,-86.6,"tropical storm","0",40,1005,92.0624,0
"68","Claudette",8,17,12,31.5,-87.5,"tropical depression","-1",25,1013,0,0
"69","Claudette",8,17,18,32.8,-88.3,"tropical depression","-1",20,1017,0,0
"70","Danny",8,26,9,24.3,-69.6,"tropical storm","0",40,1009,276.1872,0
"71","Danny",8,26,12,24.6,-70.1,"tropical storm","0",40,1009,276.1872,0
"72","Danny",8,26,18,25.1,-70.7,"tropical storm","0",45,1009,276.1872,0
"73","Danny",8,27,0,25.9,-71.2,"tropical storm","0",50,1006,293.4489,0
"74","Danny",8,27,6,27,-71.8,"tropical storm","0",50,1006,293.4489,0
"75","Danny",8,27,12,27.4,-72.7,"tropical storm","0",50,1006,327.9723,0
"76","Danny",8,27,18,27.4,-73.3,"tropical storm","0",45,1008,310.7106,0
"77","Danny",8,28,0,28.1,-73.5,"tropical storm","0",40,1008,276.1872,0
"78","Danny",8,28,6,29,-74.4,"tropical storm","0",35,1008,172.617,0
"79","Danny",8,28,12,29.7,-75.4,"tropical storm","0",35,1008,172.617,0
"80","Danny",8,28,18,30.1,-75.7,"tropical storm","0",35,1007,172.617,0
"81","Danny",8,29,0,31,-75,"tropical storm","0",35,1006,172.617,0
"82","Erika",9,1,18,16.7,-57.3,"tropical storm","0",45,1007,120.8319,0
"83","Erika",9,2,0,16.8,-58,"tropical storm","0",45,1004,161.1092,0
"84","Erika",9,2,6,16.5,-58.9,"tropical storm","0",45,1005,161.1092,0
"85","Erika",9,2,12,16.4,-59.9,"tropical storm","0",35,1008,143.8475,0
"86","Erika",9,2,18,16.3,-61,"tropical storm","0",35,1008,172.617,0
"87","Erika",9,2,18,16.3,-61.3,"tropical storm","0",35,1008,NA,NA
"88","Erika",9,3,0,16.3,-61.9,"tropical storm","0",35,1009,230.156,0
"89","Erika",9,3,6,16.4,-62.7,"tropical storm","0",40,1008,230.156,0
"90","Erika",9,3,12,16.5,-63.5,"tropical storm","0",40,1008,172.617,0
"91","Erika",9,3,18,16.6,-64.5,"tropical depression","-1",30,1008,0,0
"92","Fred",9,7,18,11.8,-24,"tropical depression","-1",30,1005,0,0
"93","Fred",9,8,0,11.7,-25.4,"tropical storm","0",35,1004,69.0468,0
"94","Fred",9,8,6,11.7,-26.8,"tropical storm","0",45,1000,86.3085,0
"95","Fred",9,8,12,11.8,-28,"tropical storm","0",55,994,86.3085,0
"96","Fred",9,8,18,11.9,-29.2,"tropical storm","0",60,990,120.8319,0
"97","Fred",9,9,0,12.4,-30.3,"hurricane","1",70,983,155.3553,34.5234
"98","Fred",9,9,6,13,-31.3,"hurricane","2",90,970,189.8787,46.0312
"99","Fred",9,9,12,13.6,-32.1,"hurricane","3",105,958,189.8787,57.539
"100","Fred",9,9,18,14.2,-32.8,"hurricane","3",100,960,207.1404,57.539
"101","Fred",9,10,0,14.8,-33.5,"hurricane","2",95,965,207.1404,51.7851
"102","Fred",9,10,6,15.4,-34.2,"hurricane","2",90,970,207.1404,51.7851
"103","Fred",9,10,12,16.1,-34.6,"hurricane","2",85,974,207.1404,51.7851
"104","Fred",9,10,18,16.7,-34.9,"hurricane","1",80,975,207.1404,51.7851
"105","Fred",9,11,0,17.2,-35.1,"hurricane","1",80,975,207.1404,46.0312
"106","Fred",9,11,6,17.5,-34.8,"hurricane","1",75,980,189.8787,46.0312
"107","Fred",9,11,12,17.6,-34.5,"hurricane","1",65,987,189.8787,34.5234
