"","name","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1","AL021992",6,25,12,24.5,-85.5,"tropical depression","-1",25,1009,NA,NA
"2","AL021992",6,25,18,25.7,-85.5,"tropical depression","-1",30,1007,NA,NA
"3","AL021992",6,26,0,27,-84.5,"tropical depression","-1",30,1007,NA,NA
"4","AL021992",6,26,6,27.6,-84,"tropical depression","-1",30,1007,NA,NA
"5","AL021992",6,26,12,28.5,-82.9,"tropical depression","-1",30,1007,NA,NA
"6","AL031992",7,24,18,28.6,-62.1,"tropical depression","-1",25,1016,NA,NA
"7","AL031992",7,25,0,28.8,-62.7,"tropical depression","-1",30,1016,NA,NA
"8","AL031992",7,25,6,29.1,-62.8,"tropical depression","-1",30,1016,NA,NA
"9","AL031992",7,25,12,29.5,-62.7,"tropical depression","-1",30,1015,NA,NA
"10","AL031992",7,25,18,29.8,-62.2,"tropical depression","-1",30,1016,NA,NA
"11","AL031992",7,26,0,30.2,-61.3,"tropical depression","-1",25,1016,NA,NA
"12","AL031992",7,26,6,30.8,-59.9,"tropical depression","-1",25,1016,NA,NA
"13","AL031992",7,26,12,31.2,-58,"tropical depression","-1",20,1016,NA,NA
"14","Andrew",8,16,18,10.8,-35.5,"tropical depression","-1",25,1010,NA,NA
"15","Andrew",8,17,0,11.2,-37.4,"tropical depression","-1",30,1009,NA,NA
"16","Andrew",8,17,6,11.7,-39.6,"tropical depression","-1",30,1008,NA,NA
"17","Andrew",8,17,12,12.3,-42,"tropical storm","0",35,1006,NA,NA
"18","Andrew",8,17,18,13.1,-44.2,"tropical storm","0",35,1003,NA,NA
"19","Andrew",8,18,0,13.6,-46.2,"tropical storm","0",40,1002,NA,NA
"20","Andrew",8,18,6,14.1,-48,"tropical storm","0",45,1001,NA,NA
"21","Andrew",8,18,12,14.6,-49.9,"tropical storm","0",45,1000,NA,NA
"22","Andrew",8,18,18,15.4,-51.8,"tropical storm","0",45,1000,NA,NA
"23","Andrew",8,19,0,16.3,-53.5,"tropical storm","0",45,1001,NA,NA
"24","Andrew",8,19,6,17.2,-55.3,"tropical storm","0",45,1002,NA,NA
"25","Andrew",8,19,12,18,-56.9,"tropical storm","0",45,1005,NA,NA
"26","Andrew",8,19,18,18.8,-58.3,"tropical storm","0",45,1007,NA,NA
"27","Andrew",8,20,0,19.8,-59.3,"tropical storm","0",40,1011,NA,NA
"28","Andrew",8,20,6,20.7,-60,"tropical storm","0",40,1013,NA,NA
"29","Andrew",8,20,12,21.7,-60.7,"tropical storm","0",40,1015,NA,NA
"30","Andrew",8,20,18,22.5,-61.5,"tropical storm","0",40,1014,NA,NA
"31","Andrew",8,21,0,23.2,-62.4,"tropical storm","0",45,1014,NA,NA
"32","Andrew",8,21,6,23.9,-63.3,"tropical storm","0",45,1010,NA,NA
"33","Andrew",8,21,12,24.4,-64.2,"tropical storm","0",50,1007,NA,NA
"34","Andrew",8,21,18,24.8,-64.9,"tropical storm","0",50,1004,NA,NA
"35","Andrew",8,22,0,25.3,-65.9,"tropical storm","0",55,1000,NA,NA
