"","name","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1","AL012000",6,7,18,21,-93,"tropical depression","-1",25,1008,NA,NA
"2","AL012000",6,8,0,20.9,-92.8,"tropical depression","-1",25,1009,NA,NA
"3","AL012000",6,8,6,20.7,-93.1,"tropical depression","-1",25,1010,NA,NA
"4","AL012000",6,8,12,20.8,-93.5,"tropical depression","-1",25,1010,NA,NA
"5","AL022000",6,23,0,9.5,-19.8,"tropical depression","-1",25,1010,NA,NA
"6","AL022000",6,23,6,9.6,-21,"tropical depression","-1",30,1009,NA,NA
"7","AL022000",6,23,12,9.9,-22.6,"tropical depression","-1",30,1009,NA,NA
"8","AL022000",6,23,18,10.2,-24.5,"tropical depression","-1",30,1009,NA,NA
"9","AL022000",6,24,0,10.1,-26.2,"tropical depression","-1",30,1009,NA,NA
"10","AL022000",6,24,6,9.9,-27.8,"tropical depression","-1",30,1009,NA,NA
"11","AL022000",6,24,12,9.9,-29.3,"tropical depression","-1",30,1009,NA,NA
"12","AL022000",6,24,18,10.1,-30.1,"tropical depression","-1",30,1009,NA,NA
"13","AL022000",6,25,0,10.1,-32.6,"tropical depression","-1",30,1009,NA,NA
"14","AL022000",6,25,6,10,-34.2,"tropical depression","-1",30,1008,NA,NA
"15","AL022000",6,25,12,9.8,-36.2,"tropical depression","-1",30,1009,NA,NA
"16","AL022000",6,25,18,9.7,-38.2,"tropical depression","-1",25,1010,NA,NA
"17","Alberto",8,3,18,10.8,-18,"tropical depression","-1",25,1007,NA,NA
"18","Alberto",8,4,0,11.5,-20.1,"tropical depression","-1",30,1005,NA,NA
"19","Alberto",8,4,6,12,-22.3,"tropical storm","0",35,1004,NA,NA
"20","Alberto",8,4,12,12.3,-23.8,"tropical storm","0",35,1003,NA,NA
"21","Alberto",8,4,18,12.7,-25.2,"tropical storm","0",40,1002,NA,NA
"22","Alberto",8,5,0,13.2,-26.7,"tropical storm","0",40,1001,NA,NA
"23","Alberto",8,5,6,13.7,-28.2,"tropical storm","0",45,1000,NA,NA
"24","Alberto",8,5,12,14.1,-29.8,"tropical storm","0",45,999,NA,NA
"25","Alberto",8,5,18,14.5,-31.4,"tropical storm","0",55,994,NA,NA
"26","Alberto",8,6,0,14.5,-33.2,"hurricane","1",65,987,NA,NA
"27","Alberto",8,6,6,14.6,-34.4,"hurricane","1",65,985,NA,NA
"28","Alberto",8,6,12,14.7,-35.4,"hurricane","1",70,983,NA,NA
"29","Alberto",8,6,18,15.2,-36.6,"hurricane","1",75,981,NA,NA
"30","Alberto",8,7,0,15.7,-38.1,"hurricane","1",75,979,NA,NA
