"","name","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1","Alberto",8,5,18,32,-77.5,"tropical depression","-1",20,1015,NA,NA
"2","Alberto",8,6,0,32.8,-76.2,"tropical depression","-1",20,1014,NA,NA
"3","Alberto",8,6,6,34,-75.2,"tropical depression","-1",20,1013,NA,NA
"4","Alberto",8,6,12,35.2,-74.6,"tropical depression","-1",25,1012,NA,NA
"5","Alberto",8,6,18,37,-73.5,"tropical depression","-1",25,1011,NA,NA
"6","Alberto",8,7,0,38.7,-72.4,"tropical depression","-1",25,1009,NA,NA
"7","Alberto",8,7,6,40,-70.8,"tropical depression","-1",30,1006,NA,NA
"8","Alberto",8,7,12,41.5,-69,"tropical storm","0",35,1002,NA,NA
"9","Alberto",8,7,18,43,-67.5,"tropical storm","0",35,1002,NA,NA
"10","Alberto",8,8,0,45,-65.5,"tropical storm","0",35,1004,NA,NA
"11","Alberto",8,8,6,47,-63,"tropical storm","0",35,1006,NA,NA
"12","Beryl",8,8,0,30.4,-90.3,"tropical depression","-1",25,1010,NA,NA
"13","Beryl",8,8,6,29.7,-89.7,"tropical depression","-1",30,1009,NA,NA
"14","Beryl",8,8,12,29.7,-89.4,"tropical storm","0",35,1007,NA,NA
"15","Beryl",8,8,18,29.4,-89.2,"tropical storm","0",40,1005,NA,NA
"16","Beryl",8,9,0,29.3,-89.1,"tropical storm","0",45,1002,NA,NA
"17","Beryl",8,9,6,29.6,-89.5,"tropical storm","0",45,1001,NA,NA
"18","Beryl",8,9,12,30.1,-90.4,"tropical storm","0",45,1002,NA,NA
"19","Beryl",8,9,18,30.1,-90.9,"tropical storm","0",40,1005,NA,NA
"20","Beryl",8,10,0,30.3,-91.6,"tropical depression","-1",30,1006,NA,NA
"21","Beryl",8,10,6,30.7,-92.2,"tropical depression","-1",30,1007,NA,NA
"22","Beryl",8,10,12,31.2,-92.6,"tropical depression","-1",25,1008,NA,NA
"23","Beryl",8,10,18,31.7,-93.2,"tropical depression","-1",20,1011,NA,NA
"24","Chris",8,21,12,14.9,-43.3,"tropical depression","-1",25,1009,NA,NA
"25","Chris",8,21,18,14.6,-45.7,"tropical depression","-1",25,1009,NA,NA
"26","Chris",8,22,0,14.6,-47.8,"tropical depression","-1",25,1009,NA,NA
"27","Chris",8,22,6,14.7,-49.9,"tropical depression","-1",25,1009,NA,NA
